"","Name","Sex","Count2015","Count2016","total"
"20643","Radlee","M",5,6,11
"20644","Radley","F",8,17,25
"20645","Radley","M",66,69,135
"20646","Rae","F",95,190,285
"20647","Raea","F",7,12,19
"20648","Raeann","F",28,19,47
"20649","Raeanna","F",19,13,32
"20650","Raeanne","F",14,8,22
"20651","Raed","M",14,16,30
"20652","Raeden","F",6,5,11
"20653","Raeden","M",21,13,34
"20654","Raedyn","F",18,22,40
"20655","Raedyn","M",16,8,24
"20656","Raef","M",10,13,23
"20657","Raegan","F",1165,1129,2294
"20658","Raegan","M",8,19,27
"20659","Raegen","F",37,42,79
"20660","Raeghan","F",28,36,64
"20661","Raegin","F",5,5,10
"20662","Raegyn","F",36,20,56
"20663","Raekwon","M",11,9,20
"20664","Rael","F",6,6,12
"20665","Rael","M",7,6,13
"20666","Raela","F",8,10,18
"20667","Raelan","F",17,6,23
"20668","Raelee","F",103,91,194
"20669","Raeleen","F",6,11,17
"20670","Raeleigh","F",127,129,256
"20671","Raelene","F",16,9,25
"20672","Raeley","F",15,14,29
"20673","Raeli","F",5,5,10
"20674","Raelie","F",9,6,15
"20675","Raelin","F",38,22,60
"20676","Raelinn","F",11,6,17
"20677","Raelle","F",15,16,31
"20678","Raelyn","F",961,1024,1985
"20679","Raelynn","F",1797,1971,3768
"20680","Raelynne","F",43,47,90
"20681","Raena","F",28,42,70
"20682","Raeonna","F",5,6,11
"20683","Raeven","F",9,8,17
"20684","Raevyn","F",26,31,57
"20685","Raeya","F",32,49,81
"20686","Rafael","M",1222,1232,2454
"20687","Rafaela","F",38,45,83
"20688","Rafaella","F",27,40,67
"20689","Rafay","M",10,8,18
"20690","Rafe","M",82,85,167
"20691","Rafeal","M",6,6,12
"20692","Rafeef","F",9,9,18
"20693","Raffaele","M",14,17,31
"20694","Raffaella","F",10,7,17
"20695","Rafferty","M",12,10,22
"20696","Raffi","M",11,19,30
"20697","Rafi","M",18,15,33
"20698","Rafif","F",7,5,12
"20699","Rafiq","M",8,7,15
"20700","Ragan","F",16,17,33
"20701","Rage","M",9,6,15
"20702","Ragen","F",7,5,12
"20703","Raghad","F",18,22,40
"20704","Raghav","M",66,55,121
"20705","Ragnar","M",32,39,71
"20706","Raha","F",10,12,22
"20707","Rahaf","F",49,46,95
"20708","Raheel","F",8,7,15
"20709","Raheel","M",7,12,19
"20710","Raheem","M",152,156,308
"20711","Raheim","M",6,9,15
"20712","Rahel","F",12,9,21
"20713","Rahi","F",9,12,21
"20714","Rahiem","M",13,11,24
"20715","Rahil","F",5,6,11
"20716","Rahil","M",20,12,32
"20717","Rahim","M",39,39,78
"20718","Rahima","F",15,8,23
"20719","Rahkeem","M",10,13,23
"20720","Rahm","M",7,7,14
"20721","Rahma","F",75,97,172
"20722","Rahmah","F",16,17,33
"20723","Rahman","M",20,23,43
"20724","Rahmel","M",9,9,18
"20725","Rahmir","M",21,27,48
"20726","Rahsaan","M",7,16,23
"20727","Rahul","M",14,16,30
"20728","Rai","M",9,21,30
"20729","Raia","F",11,16,27
"20730","Raidan","M",5,6,11
"20731","Raiden","F",26,39,65
"20732","Raiden","M",632,736,1368
"20733","Raider","M",32,28,60
"20734","Raidon","M",7,6,13
"20735","Raidyn","F",8,9,17
"20736","Raidyn","M",32,45,77
"20737","Raif","M",18,10,28
"20738","Raife","M",6,5,11
"20739","Raigan","F",38,39,77
"20740","Raigen","F",20,13,33
"20741","Raighan","F",7,5,12
"20742","Raihan","M",12,14,26
"20743","Railee","F",16,18,34
"20744","Raileigh","F",16,16,32
"20745","Railey","F",27,35,62
"20746","Railyn","F",48,64,112
"20747","Railynn","F",61,61,122
"20748","Raima","F",8,10,18
"20749","Rain","F",93,96,189
"20750","Rain","M",34,31,65
"20751","Raina","F",295,341,636
"20752","Rainah","F",14,8,22
"20753","Rainan","M",5,5,10
"20754","Rainbow","F",12,15,27
"20755","Raine","F",89,97,186
"20756","Raine","M",14,10,24
"20757","Rainee","F",11,15,26
"20758","Rainer","M",36,43,79
"20759","Rainey","F",44,60,104
"20760","Raini","F",5,8,13
"20761","Rainie","F",13,14,27
"20762","Rainier","M",35,30,65
"20763","Rainn","F",6,7,13
"20764","Rainn","M",5,5,10
"20765","Rainna","F",7,8,15
"20766","Rainy","F",28,23,51
"20767","Raisa","F",27,23,50
"20768","Raissa","F",7,14,21
"20769","Raistlin","M",9,7,16
"20770","Raiven","F",8,6,14
"20771","Raivyn","F",9,8,17
"20772","Raiya","F",28,23,51
"20773","Raiyah","F",10,8,18
"20774","Raiyan","M",10,17,27
"20775","Raiyn","F",7,5,12
"20776","Raiyne","F",5,10,15
"20777","Raiza","F",9,10,19
"20778","Raizel","F",47,49,96
"20779","Raizy","F",100,87,187
"20780","Raj","M",38,23,61
"20781","Raja","M",15,13,28
"20782","Rajah","M",6,14,20
"20783","Rajan","M",14,18,32
"20784","Rajon","M",27,20,47
"20785","Rajveer","M",25,32,57
"20786","Rajvir","M",7,6,13
"20787","Rakan","M",34,54,88
"20788","Rakeb","F",8,10,18
"20789","Rakeem","M",31,40,71
"20790","Rakel","F",8,9,17
"20791","Rakim","M",14,32,46
"20792","Rakiya","F",8,11,19
"20793","Rakiyah","F",14,12,26
"20794","Raksha","F",6,7,13
"20795","Rakshan","M",5,9,14
"20796","Raleigh","F",154,168,322
"20797","Raleigh","M",77,89,166
"20798","Raley","F",10,11,21
"20799","Raliyah","F",9,6,15
"20800","Rally","M",7,10,17
"20801","Ralph","M",184,204,388
"20802","Ralston","M",15,12,27
"20803","Ralyn","F",7,7,14
"20804","Ralynn","F",16,9,25
"20805","Ram","M",30,42,72
"20806","Rama","F",21,21,42
"20807","Ramadan","M",12,15,27
"20808","Ramaj","M",6,7,13
"20809","Raman","M",8,7,15
"20810","Ramani","F",6,7,13
"20811","Ramari","M",7,7,14
"20812","Ramata","F",7,10,17
"20813","Ramatoulaye","F",6,6,12
"20814","Ramaya","F",12,5,17
"20815","Rameen","F",16,12,28
"20816","Rameer","M",5,5,10
"20817","Ramel","M",16,21,37
"20818","Ramell","M",8,6,14
"20819","Ramelo","M",5,7,12
"20820","Ramere","M",5,5,10
"20821","Rameses","M",8,8,16
"20822","Ramesses","M",12,16,28
"20823","Ramey","F",8,10,18
"20824","Rami","M",56,76,132
"20825","Ramia","F",6,9,15
"20826","Ramiah","F",22,20,42
"20827","Ramie","F",7,8,15
"20828","Ramiel","M",6,6,12
"20829","Ramier","M",5,7,12
"20830","Ramin","M",5,13,18
"20831","Ramir","M",42,34,76
"20832","Ramiro","M",198,224,422
"20833","Ramiya","F",18,13,31
"20834","Ramiyah","F",46,33,79
"20835","Ramla","F",15,13,28
"20836","Ramon","M",419,440,859
"20837","Ramona","F",243,285,528
"20838","Ramone","M",36,24,60
"20839","Ramsay","M",6,7,13
"20840","Ramses","M",114,127,241
"20841","Ramsey","F",83,115,198
"20842","Ramsey","M",130,150,280
"20843","Ramsie","F",6,10,16
"20844","Ramy","M",18,13,31
"20845","Ramya","F",30,27,57
"20846","Ramyah","F",6,11,17
"20847","Ramzey","M",8,9,17
"20848","Ramzi","M",21,21,42
"20849","Ramzy","M",13,14,27
"20850","Rana","F",46,62,108
"20851","Rana","M",13,8,21
"20852","Ranae","F",11,7,18
"20853","Ranbir","M",16,7,23
"20854","Rance","M",30,12,42
"20855","Rand","F",11,11,22
"20856","Rand","M",18,21,39
"20857","Randa","F",10,6,16
"20858","Randal","M",39,24,63
"20859","Randall","M",193,190,383
"20860","Randee","F",7,6,13
"20861","Randell","M",19,16,35
"20862","Randi","F",74,82,156
"20863","Randolph","M",44,36,80
"20864","Randon","M",22,10,32
"20865","Randy","M",491,417,908
"20866","Raneem","F",19,21,40
"20867","Ranger","M",49,69,118
"20868","Rani","F",18,25,43
"20869","Rania","F",101,89,190
"20870","Raniah","F",14,13,27
"20871","Raniya","F",36,60,96
"20872","Raniyah","F",117,103,220
"20873","Ransom","M",103,107,210
"20874","Ranveer","M",30,44,74
"20875","Ranvir","M",11,13,24
"20876","Ranya","F",28,29,57
"20877","Raphael","M",530,547,1077
"20878","Raphaela","F",9,19,28
"20879","Raphaella","F",15,16,31
"20880","Raphaelle","F",9,7,16
"20881","Rapheal","M",20,12,32
"20882","Raquan","M",22,6,28
"20883","Raquel","F",375,332,707
"20884","Raquelle","F",15,10,25
"20885","Rarity","F",9,8,17
"20886","Rasean","M",7,7,14
"20887","Raseel","F",12,11,23
"20888","Rasha","F",6,14,20
"20889","Rashaad","M",39,38,77
"20890","Rashad","M",221,184,405
"20891","Rashard","M",30,42,72
"20892","Rashaud","M",19,20,39
"20893","Rashaun","M",35,41,76
"20894","Rashawn","M",85,55,140
"20895","Rashed","M",32,23,55
"20896","Rasheed","M",45,48,93
"20897","Rasheem","M",7,11,18
"20898","Rasheen","M",7,9,16
"20899","Rashel","F",16,13,29
"20900","Rashell","F",11,9,20
"20901","Rashelle","F",12,9,21
"20902","Rashi","F",6,5,11
"20903","Rashid","M",33,52,85
"20904","Rashod","M",13,10,23
"20905","Rashon","M",21,13,34
"20906","Rashun","M",6,9,15
"20907","Rasika","F",5,9,14
"20908","Rasul","M",8,12,20
"20909","Rateel","F",10,9,19
"20910","Raudel","M",15,19,34
"20911","Raul","M",691,649,1340
"20912","Raunak","M",9,10,19
"20913","Raveena","F",10,6,16
"20914","Raven","F",652,626,1278
"20915","Raven","M",37,39,76
"20916","Ravenna","F",26,21,47
"20917","Ravi","M",47,50,97
"20918","Ravleen","F",5,10,15
"20919","Ravneet","F",7,5,12
"20920","Ravon","M",8,10,18
"20921","Ravya","F",7,6,13
"20922","Ravyn","F",71,75,146
"20923","Ravynn","F",6,5,11
"20924","Rawan","F",32,45,77
"20925","Rawley","M",5,16,21
"20926","Rawlins","M",8,5,13
"20927","Rawson","M",8,7,15
"20928","Ray","F",10,21,31
"20929","Ray","M",347,322,669
"20930","Raya","F",203,232,435
"20931","Rayaan","F",23,10,33
"20932","Rayaan","M",57,45,102
"20933","Rayah","F",49,56,105
"20934","Rayan","F",61,55,116
"20935","Rayan","M",475,512,987
"20936","Rayana","F",19,31,50
"20937","Rayann","F",28,30,58
"20938","Rayanna","F",39,37,76
"20939","Rayanne","F",16,13,29
"20940","Rayansh","M",27,23,50
"20941","Rayce","M",50,27,77
"20942","Raycen","M",6,5,11
"20943","Raychel","F",8,12,20
"20944","Raydan","M",5,6,11
"20945","Raydel","M",10,17,27
"20946","Rayden","F",28,19,47
"20947","Rayden","M",379,328,707
"20948","Rayder","M",12,10,22
"20949","Raydin","M",8,13,21
"20950","Raydon","M",18,16,34
"20951","Raydyn","M",6,7,13
"20952","Raye","F",10,8,18
"20953","Rayelle","F",12,17,29
"20954","Rayelynn","F",10,5,15
"20955","Rayen","F",15,11,26
"20956","Rayen","M",6,11,17
"20957","Raygan","F",53,38,91
"20958","Raygen","F",34,32,66
"20959","Rayhan","M",30,32,62
"20960","Rayhana","F",15,14,29
"20961","Rayla","F",35,44,79
"20962","Raylah","F",6,5,11
"20963","Raylan","F",57,32,89
"20964","Raylan","M",630,481,1111
"20965","Rayland","M",46,46,92
"20966","Raylea","F",10,11,21
"20967","Raylee","F",261,253,514
"20968","Raylee","M",6,6,12
"20969","Rayleen","F",13,23,36
"20970","Raylei","F",8,11,19
"20971","Rayleigh","F",156,158,314
"20972","Raylen","F",55,34,89
"20973","Raylen","M",104,91,195
"20974","Raylene","F",33,28,61
"20975","Rayley","F",6,10,16
"20976","Rayli","F",5,7,12
"20977","Raylie","F",25,19,44
"20978","Raylin","F",78,67,145
"20979","Raylin","M",41,33,74
"20980","Raylinn","F",19,15,34
"20981","Raylon","M",79,59,138
"20982","Raylyn","F",54,45,99
"20983","Raylyn","M",9,6,15
"20984","Raylynn","F",195,213,408
"20985","Raylynne","F",10,5,15
"20986","Raymir","M",5,6,11
"20987","Raymon","M",35,40,75
"20988","Raymond","M",1378,1264,2642
"20989","Raymone","M",8,10,18
"20990","Raymundo","M",84,74,158
"20991","Rayn","F",20,20,40
"20992","Rayn","M",9,8,17
"20993","Rayna","F",392,431,823
"20994","Raynah","F",12,15,27
"20995","Raynaldo","M",8,8,16
"20996","Raynard","M",20,11,31
"20997","Raynav","M",6,7,13
"20998","Rayne","F",260,289,549
"20999","Rayne","M",28,42,70
"21000","Raynee","F",16,15,31
"21001","Rayner","M",16,17,33
"21002","Raynie","F",10,12,22
"21003","Raynor","M",16,18,34
"21004","Rayon","M",19,17,36
"21005","Rayonna","F",14,27,41
"21006","Rayquan","M",27,11,38
"21007","Raysean","M",12,10,22
"21008","Rayshaun","M",12,11,23
"21009","Rayshawn","M",54,52,106
"21010","Rayshon","M",7,13,20
"21011","Rayshun","M",5,5,10
"21012","Rayson","M",11,17,28
"21013","Rayven","F",87,66,153
"21014","Rayvin","F",8,11,19
"21015","Rayvn","F",9,5,14
"21016","Rayvon","M",39,30,69
"21017","Raza","M",14,5,19
"21018","Razan","F",61,63,124
"21019","Razia","F",6,6,12
"21020","Raziel","M",50,57,107
"21021","Raziya","F",23,24,47
"21022","Raziyah","F",9,14,23
"21023","Rea","F",15,23,38
"21024","Reagan","F",3047,3081,6128
"21025","Reagan","M",206,202,408
"21026","Reagen","F",17,12,29
"21027","Reaghan","F",38,46,84
"21028","Reagyn","F",17,10,27
"21029","Reality","F",5,5,10
"21030","Realynn","F",8,9,17
"21031","Reana","F",5,9,14
"21032","Reanna","F",24,29,53
"21033","Reanne","F",5,5,10
"21034","Reata","F",13,14,27
"21035","Reba","F",14,22,36
"21036","Rebeca","F",179,214,393
"21037","Rebecca","F",1718,1563,3281
"21038","Rebecka","F",14,15,29
"21039","Rebeka","F",30,31,61
"21040","Rebekah","F",600,522,1122
"21041","Rebekka","F",15,10,25
"21042","Rebekkah","F",12,16,28
"21043","Rebel","F",83,102,185
"21044","Rebel","M",45,44,89
"21045","Rece","M",7,13,20
"21046","Red","M",6,9,15
"21047","Reda","M",15,15,30
"21048","Redd","M",6,10,16
"21049","Redding","M",19,33,52
"21050","Reddington","M",12,13,25
"21051","Redford","M",8,12,20
"21052","Redmond","M",17,22,39
"21053","Reece","F",179,175,354
"21054","Reece","M",492,474,966
"21055","Reed","F",37,38,75
"21056","Reed","M",1043,960,2003
"21057","Reef","M",51,56,107
"21058","Reegan","F",48,42,90
"21059","Reegan","M",10,16,26
"21060","Reem","F",119,104,223
"21061","Reema","F",53,45,98
"21062","Reena","F",27,29,56
"21063","Rees","F",5,8,13
"21064","Rees","M",18,10,28
"21065","Reesa","F",10,5,15
"21066","Reese","F",1853,1815,3668
"21067","Reese","M",357,380,737
"21068","Reet","F",33,18,51
"21069","Reeva","F",44,37,81
"21070","Reeve","F",12,12,24
"21071","Reeve","M",37,50,87
"21072","Reeves","M",26,25,51
"21073","Reeya","F",6,19,25
"21074","Refael","M",14,8,22
"21075","Refoel","M",12,8,20
"21076","Refugio","M",6,8,14
"21077","Regan","F",261,213,474
"21078","Regan","M",50,46,96
"21079","Reggie","F",11,8,19
"21080","Reggie","M",64,58,122
"21081","Reghan","F",19,18,37
"21082","Regina","F",604,733,1337
"21083","Reginae","F",39,43,82
"21084","Reginald","M",252,277,529
"21085","Regino","M",6,7,13
"21086","Regis","M",10,13,23
"21087","Reha","F",6,8,14
"21088","Rehaan","M",16,24,40
"21089","Reham","F",17,15,32
"21090","Rehan","M",64,70,134
"21091","Rehana","F",10,6,16
"21092","Rehema","F",5,7,12
"21093","Rehmat","F",5,9,14
"21094","Rei","F",13,26,39
"21095","Rei","M",21,14,35
"21096","Reia","F",11,16,27
"21097","Reid","F",34,35,69
"21098","Reid","M",1335,1393,2728
"21099","Reigan","F",10,18,28
"21100","Reighlyn","F",16,20,36
"21101","Reighlynn","F",14,20,34
"21102","Reighn","F",6,14,20
"21103","Reign","F",232,344,576
"21104","Reign","M",120,158,278
"21105","Reigna","F",13,10,23
"21106","Reika","F",7,6,13
"21107","Reiko","F",6,6,12
"21108","Reiley","F",12,12,24
"21109","Reilly","F",89,97,186
"21110","Reilly","M",84,94,178
"21111","Reily","M",12,6,18
"21112","Reilyn","F",15,10,25
"21113","Reilynn","F",16,12,28
"21114","Rein","F",8,8,16
"21115","Rein","M",6,9,15
"21116","Reina","F",284,328,612
"21117","Reinaldo","M",18,16,34
"21118","Reine","F",8,12,20
"21119","Reiner","M",12,9,21
"21120","Reis","M",16,20,36
"21121","Reiya","F",5,8,13
"21122","Reizy","F",5,5,10
"21123","Rejoice","F",8,10,18
"21124","Relena","F",7,8,15
"21125","Rella","F",5,9,14
"21126","Rema","F",6,11,17
"21127","Remas","F",15,9,24
"21128","Remedi","F",6,8,14
"21129","Remedy","F",36,39,75
"21130","Remi","F",633,1095,1728
"21131","Remi","M",90,174,264
"21132","Remie","F",27,35,62
"21133","Remiel","M",15,5,20
"21134","Remigio","M",11,6,17
"21135","Remii","F",5,7,12
"21136","Remilynn","F",5,7,12
"21137","Remington","F",461,696,1157
"21138","Remington","M",1202,1401,2603
"21139","Remingtyn","F",9,20,29
"21140","Reminisce","F",5,7,12
"21141","Remmi","F",25,22,47
"21142","Remmie","F",19,19,38
"21143","Remmington","F",17,16,33
"21144","Remmington","M",17,25,42
"21145","Remmy","F",19,24,43
"21146","Remmy","M",46,61,107
"21147","Remo","M",8,10,18
"21148","Remus","M",9,19,28
"21149","Remy","F",332,394,726
"21150","Remy","M",554,648,1202
"21151","Ren","F",13,28,41
"21152","Ren","M",71,113,184
"21153","Rena","F",63,68,131
"21154","Renad","F",17,12,29
"21155","Renae","F",52,35,87
"21156","Renaldo","M",12,9,21
"21157","Renan","M",8,10,18
"21158","Renard","M",8,9,17
"21159","Renata","F",446,573,1019
"21160","Renatha","F",7,11,18
"21161","Renato","M",50,42,92
"21162","Renatta","F",19,36,55
"21163","Rene","F",19,20,39
"21164","Rene","M",276,245,521
"21165","Renea","F",13,11,24
"21166","Renee","F",240,257,497
"21167","Renesmae","F",40,27,67
"21168","Renesmay","F",15,10,25
"21169","Renesme","F",17,14,31
"21170","Renesmee","F",128,154,282
"21171","Renezmae","F",10,16,26
"21172","Reniya","F",10,15,25
"21173","Reniyah","F",24,11,35
"21174","Renlee","F",7,11,18
"21175","Renleigh","F",12,12,24
"21176","Renley","F",19,24,43
"21177","Renley","M",15,14,29
"21178","Renly","F",10,10,20
"21179","Renly","M",28,29,57
"21180","Renn","F",5,9,14
"21181","Renn","M",17,13,30
"21182","Renna","F",9,15,24
"21183","Renner","M",38,39,77
"21184","Rennick","M",7,5,12
"21185","Reno","M",21,26,47
"21186","Renzo","M",75,87,162
"21187","Reo","M",8,9,17
"21188","Reon","M",5,7,12
"21189","Retaj","F",19,15,34
"21190","Retal","F",23,18,41
"21191","Rett","M",7,5,12
"21192","Reuben","M",253,246,499
"21193","Reuel","M",8,13,21
"21194","Reuven","M",38,32,70
"21195","Reva","F",67,51,118
"21196","Revan","M",55,65,120
"21197","Revel","F",8,9,17
"21198","Revel","M",18,12,30
"21199","Reven","M",6,7,13
"21200","Revere","M",9,14,23
"21201","Reverie","F",14,17,31
"21202","Revin","M",8,6,14
"21203","Rex","M",371,419,790
"21204","Rexford","M",16,10,26
"21205","Rexton","M",25,37,62
"21206","Rexx","M",5,5,10
"21207","Rey","M",239,254,493
"21208","Reya","F",107,176,283
"21209","Reyaan","M",41,42,83
"21210","Reyaansh","M",16,28,44
"21211","Reyah","F",8,17,25
"21212","Reyan","M",40,48,88
"21213","Reyanna","F",5,5,10
"21214","Reyansh","M",255,317,572
"21215","Reyden","M",15,35,50
"21216","Reyes","M",68,56,124
"21217","Reygan","F",17,21,38
"21218","Reylan","M",7,10,17
"21219","Reyli","M",29,10,39
"21220","Reylynn","F",6,15,21
"21221","Reymond","M",12,12,24
"21222","Reymundo","M",38,34,72
"21223","Reyna","F",399,435,834
"21224","Reynaldo","M",171,144,315
"21225","Reyniel","M",6,5,11
"21226","Reynold","M",8,8,16
"21227","Reynolds","F",9,7,16
"21228","Reynolds","M",10,17,27
"21229","Reza","M",20,29,49
"21230","Reznor","M",9,10,19
"21231","Rhaegan","F",5,6,11
"21232","Rhaelyn","F",7,7,14
"21233","Rhaya","F",8,7,15
"21234","Rhea","F",271,285,556
"21235","Rheagan","F",26,28,54
"21236","Rhealynn","F",10,9,19
"21237","Rheanna","F",7,5,12
"21238","Rhegan","F",9,10,19
"21239","Rhema","F",41,43,84
"21240","Rhemi","F",13,26,39
"21241","Rhen","M",7,16,23
"21242","Rhet","M",5,13,18
"21243","Rhett","F",12,17,29
"21244","Rhett","M",1338,1761,3099
"21245","Rheya","F",14,41,55
"21246","Rhia","F",9,7,16
"21247","Rhian","F",35,22,57
"21248","Rhianna","F",36,29,65
"21249","Rhiannon","F",119,140,259
"21250","Rhilee","F",16,11,27
"21251","Rhiley","F",54,60,114
"21252","Rhiley","M",10,7,17
"21253","Rhilyn","F",8,10,18
"21254","Rhilynn","F",9,25,34
"21255","Rhoda","F",47,50,97
"21256","Rhodes","M",63,59,122
"21257","Rhody","M",6,5,11
"21258","Rhonan","M",9,10,19
"21259","Rhonda","F",18,24,42
"21260","Rhone","M",8,13,21
"21261","Rhonin","M",8,17,25
"21262","Rhya","F",10,11,21
"21263","Rhyan","F",102,119,221
"21264","Rhyan","M",30,29,59
"21265","Rhyann","F",11,19,30
"21266","Rhyanna","F",6,7,13
"21267","Rhyatt","M",6,7,13
"21268","Rhyder","F",11,12,23
"21269","Rhyder","M",76,70,146
"21270","Rhydian","M",46,43,89
"21271","Rhyen","F",9,12,21
"21272","Rhyett","M",6,12,18
"21273","Rhyis","M",5,8,13
"21274","Rhyker","M",34,40,74
"21275","Rhyla","F",5,8,13
"21276","Rhylan","F",19,19,38
"21277","Rhylan","M",48,35,83
"21278","Rhyland","M",24,21,45
"21279","Rhylee","F",121,128,249
"21280","Rhylee","M",18,23,41
"21281","Rhylei","F",9,11,20
"21282","Rhyleigh","F",36,39,75
"21283","Rhylen","F",12,10,22
"21284","Rhylen","M",16,13,29
"21285","Rhylie","F",41,29,70
"21286","Rhylin","F",12,14,26
"21287","Rhylin","M",9,7,16
"21288","Rhylynn","F",15,13,28
"21289","Rhys","F",22,21,43
"21290","Rhys","M",560,606,1166
"21291","Rhyse","M",5,10,15
"21292","Rhyson","M",5,5,10
"21293","Rhythm","F",23,28,51
"21294","Rhythm","M",33,39,72
"21295","Ria","F",84,108,192
"21296","Riaan","M",229,261,490
"21297","Riah","F",34,28,62
"21298","Rian","F",88,91,179
"21299","Rian","M",123,153,276
"21300","Riana","F",38,27,65
"21301","Riann","F",9,12,21
"21302","Rianna","F",38,41,79
"21303","Rianne","F",11,16,27
"21304","Riansh","M",6,5,11
"21305","Rianshi","F",8,7,15
"21306","Riata","F",6,5,11
"21307","Ricardo","M",1337,1293,2630
"21308","Riccardo","M",10,8,18
"21309","Ricco","M",20,11,31
"21310","Rich","M",18,17,35
"21311","Richa","F",8,7,15
"21312","Richard","M",2671,2499,5170
"21313","Richardo","M",7,12,19
"21314","Richardson","M",5,14,19
"21315","Richelle","F",25,21,46
"21316","Richie","M",68,69,137
"21317","Richmond","M",24,24,48
"21318","Richter","M",6,6,12
"21319","Richy","M",9,5,14
"21320","Rick","M",81,66,147
"21321","Rickey","M",87,78,165
"21322","Ricki","F",38,25,63
"21323","Rickie","F",8,17,25
"21324","Rickie","M",31,13,44
"21325","Ricky","F",8,8,16
"21326","Ricky","M",474,444,918
"21327","Rico","M",121,119,240
"21328","Rida","F",25,34,59
"21329","Rida","M",6,7,13
"21330","Riddhi","F",24,23,47
"21331","Riddick","M",39,52,91
"21332","Rider","M",60,45,105
"21333","Ridge","M",226,246,472
