"","Name","Sex","Count2015","Count2016","total"
"10920","Jaasiel","M",33,33,66
"10921","Jaasritha","F",5,8,13
"10922","Jaaziah","M",19,17,36
"10923","Jaaziel","M",21,18,39
"10924","Jabari","M",219,234,453
"10925","Jabarri","M",9,8,17
"10926","Jabbar","M",7,6,13
"10927","Jabdiel","M",5,5,10
"10928","Jaber","M",9,7,16
"10929","Jabes","M",11,10,21
"10930","Jabez","M",25,24,49
"10931","Jabin","M",11,10,21
"10932","Jabir","M",16,9,25
"10933","Jabria","F",25,22,47
"10934","Jabriel","M",31,24,55
"10935","Jabril","M",44,43,87
"10936","Jac","M",8,16,24
"10937","Jacai","M",10,13,23
"10938","Jacalyn","F",6,7,13
"10939","Jacari","M",81,75,156
"10940","Jacarri","M",16,19,35
"10941","Jacayden","M",5,8,13
"10942","Jaccob","M",11,13,24
"10943","Jace","F",35,37,72
"10944","Jace","M",5329,5169,10498
"10945","Jacee","F",37,25,62
"10946","Jaceion","M",50,61,111
"10947","Jacek","M",8,21,29
"10948","Jacelyn","F",105,83,188
"10949","Jacelynn","F",75,48,123
"10950","Jacen","M",115,122,237
"10951","Jaceon","M",133,114,247
"10952","Jacere","M",8,7,15
"10953","Jacey","F",171,168,339
"10954","Jacey","M",16,7,23
"10955","Jaceyon","M",52,58,110
"10956","Jachai","M",9,12,21
"10957","Jachin","M",20,10,30
"10958","Jaci","F",96,88,184
"10959","Jacian","M",6,8,14
"10960","Jacie","F",104,84,188
"10961","Jaciel","M",27,31,58
"10962","Jacieon","M",8,6,14
"10963","Jacier","M",6,7,13
"10964","Jacinda","F",28,19,47
"10965","Jacinta","F",33,23,56
"10966","Jacinto","M",23,26,49
"10967","Jacion","M",46,51,97
"10968","Jack","F",6,11,17
"10969","Jack","M",8488,8367,16855
"10970","Jackelin","F",30,22,52
"10971","Jackeline","F",132,71,203
"10972","Jackelyn","F",59,43,102
"10973","Jackie","F",94,91,185
"10974","Jackie","M",90,85,175
"10975","Jacklyn","F",95,89,184
"10976","Jacklynn","F",46,40,86
"10977","Jackman","M",5,7,12
"10978","Jacks","M",7,7,14
"10979","Jacksen","M",22,19,41
"10980","Jackson","F",24,25,49
"10981","Jackson","M",12242,11210,23452
"10982","Jackston","M",16,13,29
"10983","Jacksyn","F",5,8,13
"10984","Jacksyn","M",13,13,26
"10985","Jacky","F",8,5,13
"10986","Jacky","M",35,30,65
"10987","Jaclyn","F",158,148,306
"10988","Jaclynn","F",38,33,71
"10989","Jacob","F",22,14,36
"10990","Jacob","M",15914,14416,30330
"10991","Jacobe","M",18,18,36
"10992","Jacobi","F",6,5,11
"10993","Jacobi","M",134,137,271
"10994","Jacobie","M",23,18,41
"10995","Jacobo","M",68,78,146
"10996","Jacoby","M",393,330,723
"10997","Jacolby","M",29,34,63
"10998","Jacorey","M",44,42,86
"10999","Jacori","M",26,30,56
"11000","Jacorian","M",11,13,24
"11001","Jacory","M",30,23,53
"11002","Jacque","M",13,14,27
"11003","Jacquees","M",15,22,37
"11004","Jacquelin","F",42,23,65
"11005","Jacqueline","F",1229,1130,2359
"11006","Jacquelyn","F",208,156,364
"11007","Jacquelynn","F",23,20,43
"11008","Jacques","M",90,72,162
"11009","Jacquez","M",18,18,36
"11010","Jacson","M",10,6,16
"11011","Jacy","F",38,32,70
"11012","Jacy","M",10,6,16
"11013","Jacyon","M",7,6,13
"11014","Jad","M",170,207,377
"11015","Jada","F",1052,829,1881
"11016","Jadah","F",30,27,57
"11017","Jadalee","F",13,10,23
"11018","Jadalyn","F",25,24,49
"11019","Jadalynn","F",30,29,59
"11020","Jadan","M",14,11,25
"11021","Jadarian","M",8,5,13
"11022","Jadarius","M",32,29,61
"11023","Jadarrius","M",7,8,15
"11024","Jadaya","F",10,11,21
"11025","Jade","F",2559,2685,5244
"11026","Jade","M",47,53,100
"11027","Jadelyn","F",54,59,113
"11028","Jadelynn","F",36,44,80
"11029","Jaden","F",81,83,164
"11030","Jaden","M",2005,1768,3773
"11031","Jadence","F",14,5,19
"11032","Jader","M",8,10,18
"11033","Jadesola","F",6,6,12
"11034","Jadeveon","M",6,8,14
"11035","Jadeyn","F",13,16,29
"11036","Jadie","F",13,11,24
"11037","Jadiel","M",339,312,651
"11038","Jadien","M",8,8,16
"11039","Jadin","M",15,16,31
"11040","Jadis","M",8,5,13
"11041","Jadon","M",232,185,417
"11042","Jadore","F",51,55,106
"11043","Jadrian","M",17,14,31
"11044","Jadriel","M",17,17,34
"11045","Jadrien","M",12,9,21
"11046","Jady","F",5,5,10
"11047","Jadyn","F",109,106,215
"11048","Jadyn","M",71,43,114
"11049","Jadynn","F",15,9,24
"11050","Jadzia","F",23,27,50
"11051","Jae","F",23,25,48
"11052","Jae","M",38,42,80
"11053","Jaece","M",12,19,31
"11054","Jaeceon","M",21,32,53
"11055","Jaecion","M",16,23,39
"11056","Jaecob","M",6,6,12
"11057","Jaeda","F",58,47,105
"11058","Jaedah","F",8,5,13
"11059","Jaedan","M",9,6,15
"11060","Jaeden","F",9,10,19
"11061","Jaeden","M",123,99,222
"11062","Jaedin","M",10,7,17
"11063","Jaedon","M",41,28,69
"11064","Jaedyn","F",48,35,83
"11065","Jaedyn","M",82,57,139
"11066","Jaedynn","F",6,7,13
"11067","Jaeger","M",31,33,64
"11068","Jael","F",151,145,296
"11069","Jael","M",128,140,268
"11070","Jaela","F",64,62,126
"11071","Jaelah","F",41,32,73
"11072","Jaelani","F",16,12,28
"11073","Jaeleah","F",7,5,12
"11074","Jaelee","F",20,27,47
"11075","Jaeleen","F",13,8,21
"11076","Jaeleigh","F",13,14,27
"11077","Jaelen","M",26,21,47
"11078","Jaelene","F",14,16,30
"11079","Jaeli","F",8,7,15
"11080","Jaeliana","F",18,9,27
"11081","Jaelianna","F",6,8,14
"11082","Jaelin","F",9,5,14
"11083","Jaelin","M",18,17,35
"11084","Jaelle","F",28,34,62
"11085","Jaelon","M",10,12,22
"11086","Jaely","F",6,5,11
"11087","Jaelyn","F",488,488,976
"11088","Jaelyn","M",40,32,72
"11089","Jaelyne","F",5,11,16
"11090","Jaelynn","F",493,442,935
"11091","Jaelynne","F",9,24,33
"11092","Jaemarie","F",7,9,16
"11093","Jaeonna","F",7,7,14
"11094","Jaeshawn","M",5,5,10
"11095","Jaeson","M",7,17,24
"11096","Jaevian","M",5,8,13
"11097","Jaevin","M",9,10,19
"11098","Jaevion","M",18,22,40
"11099","Jaevon","M",9,14,23
"11100","Jafar","M",17,19,36
"11101","Jafari","M",6,5,11
"11102","Jafet","M",68,47,115
"11103","Jafeth","M",16,17,33
"11104","Jager","M",14,22,36
"11105","Jaggar","M",7,6,13
"11106","Jagger","F",10,14,24
"11107","Jagger","M",390,433,823
"11108","Jago","M",11,10,21
"11109","Jah","M",9,13,22
"11110","Jahaan","M",7,10,17
"11111","Jahaira","F",11,10,21
"11112","Jahan","M",8,22,30
"11113","Jahanna","F",6,7,13
"11114","Jahara","F",13,5,18
"11115","Jahari","F",5,13,18
"11116","Jahari","M",53,64,117
"11117","Jahaziel","M",48,70,118
"11118","Jahcere","M",5,9,14
"11119","Jahdai","F",10,9,19
"11120","Jahdiel","M",39,47,86
"11121","Jaheem","M",39,29,68
"11122","Jaheim","M",76,72,148
"11123","Jaheir","M",6,7,13
"11124","Jahel","M",12,13,25
"11125","Jahi","M",20,18,38
"11126","Jahid","M",8,8,16
"11127","Jahiem","M",40,28,68
"11128","Jahir","M",79,90,169
"11129","Jahira","F",10,5,15
"11130","Jahkai","M",23,16,39
"11131","Jahkari","M",17,12,29
"11132","Jahkeem","M",10,14,24
"11133","Jahki","M",18,19,37
"11134","Jahking","M",12,8,20
"11135","Jahlani","M",12,11,23
"11136","Jahlayah","F",7,5,12
"11137","Jahleah","F",9,7,16
"11138","Jahleel","M",37,51,88
"11139","Jahlia","F",13,7,20
"11140","Jahlil","M",109,111,220
"11141","Jahliyah","F",17,7,24
"11142","Jahmai","M",12,7,19
"11143","Jahmal","M",10,17,27
"11144","Jahmar","M",12,10,22
"11145","Jahmari","M",45,49,94
"11146","Jahmeer","M",6,6,12
"11147","Jahmeir","M",14,15,29
"11148","Jahmel","M",12,8,20
"11149","Jahmere","M",21,19,40
"11150","Jahmier","M",13,11,24
"11151","Jahmil","M",6,6,12
"11152","Jahmir","M",132,100,232
"11153","Jahmiya","F",7,8,15
"11154","Jahnae","F",11,10,21
"11155","Jahnavi","F",19,12,31
"11156","Jahnia","F",7,6,13
"11157","Jahniya","F",16,15,31
"11158","Jahniyah","F",18,13,31
"11159","Jahnya","F",6,9,15
"11160","Jahnyla","F",5,11,16
"11161","Jahrell","M",6,5,11
"11162","Jahriel","M",5,6,11
"11163","Jahsai","M",8,10,18
"11164","Jahshua","M",5,7,12
"11165","Jahsiah","M",43,41,84
"11166","Jahsir","M",36,22,58
"11167","Jahson","M",6,5,11
"11168","Jahvier","M",6,7,13
"11169","Jahvon","M",10,8,18
"11170","Jahzara","F",57,79,136
"11171","Jahzeel","M",7,8,15
"11172","Jahziah","M",8,15,23
"11173","Jahziel","M",29,34,63
"11174","Jahzier","M",6,7,13
"11175","Jahzion","M",5,7,12
"11176","Jahzir","M",14,10,24
"11177","Jai","F",45,42,87
"11178","Jai","M",148,139,287
"11179","Jaia","F",24,20,44
"11180","Jaiah","F",8,7,15
"11181","Jaiana","F",13,6,19
"11182","Jaianna","F",9,18,27
"11183","Jaice","M",49,56,105
"11184","Jaicee","F",44,38,82
"11185","Jaiceon","M",74,82,156
"11186","Jaicion","M",11,12,23
"11187","Jaida","F",302,241,543
"11188","Jaidah","F",34,39,73
"11189","Jaidan","F",7,6,13
"11190","Jaidan","M",34,18,52
"11191","Jaide","F",51,56,107
"11192","Jaiden","F",107,90,197
"11193","Jaiden","M",1352,1225,2577
"11194","Jaidence","F",8,10,18
"11195","Jaidin","M",10,5,15
"11196","Jaidon","M",28,28,56
"11197","Jaidy","F",10,8,18
"11198","Jaidyn","F",95,92,187
"11199","Jaidyn","M",98,113,211
"11200","Jaidynn","F",13,6,19
"11201","Jaielle","F",9,10,19
"11202","Jaila","F",56,70,126
"11203","Jailah","F",42,44,86
"11204","Jailani","F",11,13,24
"11205","Jailee","F",40,28,68
"11206","Jaileen","F",16,22,38
"11207","Jaileigh","F",10,11,21
"11208","Jailen","F",8,6,14
"11209","Jailen","M",17,34,51
"11210","Jailene","F",39,39,78
"11211","Jailey","F",14,16,30
"11212","Jailon","M",5,6,11
"11213","Jailyn","F",141,133,274
"11214","Jailyn","M",11,14,25
"11215","Jailyne","F",66,97,163
"11216","Jailynn","F",84,92,176
"11217","Jaimarie","F",8,13,21
"11218","Jaime","F",69,58,127
"11219","Jaime","M",606,655,1261
"11220","Jaimee","F",31,27,58
"11221","Jaimeson","M",13,12,25
"11222","Jaimie","F",22,23,45
"11223","Jaina","F",112,111,223
"11224","Jainil","M",5,5,10
"11225","Jaion","M",14,10,24
"11226","Jaiona","F",8,6,14
"11227","Jaionna","F",12,21,33
"11228","Jair","M",198,222,420
"11229","Jaira","F",9,7,16
"11230","Jaire","M",11,13,24
"11231","Jairo","M",251,234,485
"11232","Jairon","M",7,15,22
"11233","Jairus","M",83,49,132
"11234","Jaise","M",12,23,35
"11235","Jaisen","M",15,12,27
"11236","Jaisley","F",8,5,13
"11237","Jaislyn","F",7,8,15
"11238","Jaison","M",34,24,58
"11239","Jaiveer","M",7,10,17
"11240","Jaiven","M",18,17,35
"11241","Jaiveon","M",11,12,23
"11242","Jaivion","M",24,22,46
"11243","Jaivon","M",15,21,36
"11244","Jaivyn","M",10,7,17
"11245","Jaiya","F",36,31,67
"11246","Jaiyah","F",8,14,22
"11247","Jaiyana","F",24,26,50
"11248","Jaiyden","M",7,15,22
"11249","Jajuan","M",22,25,47
"11250","Jak","M",31,17,48
"11251","Jakaden","M",17,12,29
"11252","Jakai","F",10,7,17
"11253","Jakai","M",128,119,247
"11254","Jakaiden","M",21,30,51
"11255","Jakaila","F",6,7,13
"11256","Jakailyn","F",6,7,13
"11257","Jakaiya","F",5,10,15
"11258","Jakara","F",5,6,11
"11259","Jakari","F",10,9,19
"11260","Jakari","M",136,155,291
"11261","Jakarion","M",5,5,10
"11262","Jakarri","M",14,9,23
"11263","Jakayden","M",39,33,72
"11264","Jakayla","F",172,210,382
"11265","Jakaylah","F",13,16,29
"11266","Jakaylee","F",7,7,14
"11267","Jake","M",1916,1576,3492
"11268","Jakeb","M",8,14,22
"11269","Jakeem","M",38,28,66
"11270","Jakel","M",7,5,12
"11271","Jakelin","F",7,6,13
"11272","Jakelyn","F",10,5,15
"11273","Jakeria","F",7,6,13
"11274","Jakhai","M",17,16,33
"11275","Jakhari","M",31,30,61
"11276","Jakhi","M",80,66,146
"11277","Jakhia","F",5,9,14
"11278","Jaki","M",8,10,18
"11279","Jakia","F",10,7,17
"11280","Jakiah","F",17,14,31
"11281","Jakim","M",6,7,13
"11282","Jakin","M",10,5,15
"11283","Jaking","M",18,18,36
"11284","Jakira","F",27,31,58
"11285","Jakiya","F",37,23,60
"11286","Jakiyah","F",54,45,99
"11287","Jakob","M",545,472,1017
"11288","Jakobe","M",158,173,331
"11289","Jakobi","M",100,90,190
"11290","Jakobie","M",12,18,30
"11291","Jakoby","M",73,62,135
"11292","Jakolby","M",11,6,17
"11293","Jakorey","M",5,7,12
"11294","Jakori","M",17,22,39
"11295","Jakota","M",7,9,16
"11296","Jaksen","M",5,7,12
"11297","Jakson","M",48,34,82
"11298","Jakub","M",92,78,170
"11299","Jakya","F",12,10,22
"11300","Jakye","M",17,16,33
"11301","Jakyia","F",7,9,16
"11302","Jakyiah","F",7,5,12
"11303","Jakyla","F",24,31,55
"11304","Jakylah","F",8,10,18
"11305","Jakylee","F",5,5,10
"11306","Jakyra","F",24,26,50
"11307","Jakyren","M",8,5,13
"11308","Jakyrie","M",13,13,26
"11309","Jala","F",21,25,46
"11310","Jalah","F",9,8,17
"11311","Jalaila","F",5,9,14
"11312","Jalaina","F",7,5,12
"11313","Jalaiya","F",14,10,24
"11314","Jalaiyah","F",14,14,28
"11315","Jalal","M",8,19,27
"11316","Jalan","M",9,11,20
"11317","Jalana","F",6,7,13
"11318","Jalani","F",39,39,78
"11319","Jalani","M",25,17,42
"11320","Jalasia","F",5,6,11
"11321","Jalaya","F",87,66,153
"11322","Jalayah","F",117,105,222
"11323","Jalayia","F",12,8,20
"11324","Jalayiah","F",5,5,10
"11325","Jalayla","F",20,10,30
"11326","Jalayna","F",19,12,31
"11327","Jalaysia","F",28,27,55
"11328","Jalea","F",24,12,36
"11329","Jaleah","F",175,158,333
"11330","Jalee","F",16,6,22
"11331","Jaleeah","F",8,11,19
"11332","Jaleel","M",98,97,195
"11333","Jaleena","F",14,10,24
"11334","Jaleesa","F",40,56,96
"11335","Jaleeyah","F",14,6,20
"11336","Jalei","F",5,10,15
"11337","Jaleia","F",9,12,21
"11338","Jaleiah","F",11,8,19
"11339","Jaleigh","F",28,35,63
"11340","Jaleigha","F",24,16,40
"11341","Jalen","F",10,11,21
"11342","Jalen","M",468,481,949
"11343","Jalena","F",24,20,44
"11344","Jalene","F",11,7,18
"11345","Jalexa","F",9,15,24
"11346","Jaley","F",8,9,17
"11347","Jaleya","F",12,9,21
"11348","Jaleyah","F",29,33,62
"11349","Jalia","F",48,44,92
"11350","Jaliah","F",46,33,79
"11351","Jalicia","F",13,12,25
"11352","Jalie","F",7,5,12
"11353","Jalil","M",47,68,115
"11354","Jalila","F",8,5,13
"11355","Jalin","F",5,5,10
"11356","Jalin","M",12,18,30
"11357","Jalina","F",20,17,37
"11358","Jalisa","F",57,41,98
"11359","Jalise","F",11,7,18
"11360","Jalissa","F",69,59,128
"11361","Jaliya","F",20,17,37
"11362","Jaliyah","F",516,492,1008
"11363","Jalon","M",36,21,57
"11364","Jaloni","F",7,11,18
"11365","Jaloni","M",6,9,15
"11366","Jalyn","F",43,28,71
"11367","Jalyn","M",20,14,34
"11368","Jalynn","F",83,83,166
"11369","Jalynne","F",7,5,12
"11370","Jalyric","F",8,7,15
"11371","Jalyssa","F",39,42,81
"11372","Jama","M",5,5,10
"11373","Jamaal","M",65,70,135
"11374","Jamael","M",6,5,11
"11375","Jamahl","M",7,7,14
"11376","Jamai","M",6,7,13
"11377","Jamaica","F",12,7,19
"11378","Jamail","M",8,5,13
"11379","Jamaine","M",9,12,21
"11380","Jamair","M",6,7,13
"11381","Jamaiya","F",5,5,10
"11382","Jamal","M",328,353,681
"11383","Jamale","M",8,6,14
"11384","Jamall","M",8,10,18
"11385","Jamani","F",10,15,25
"11386","Jamani","M",10,8,18
"11387","Jamar","M",191,204,395
"11388","Jamara","F",8,8,16
"11389","Jamarcus","M",85,95,180
"11390","Jamare","M",8,10,18
"11391","Jamaree","M",19,22,41
"11392","Jamari","F",29,26,55
"11393","Jamari","M",521,478,999
"11394","Jamaria","F",30,30,60
"11395","Jamariah","F",6,11,17
"11396","Jamarian","M",26,28,54
"11397","Jamarie","M",9,12,21
"11398","Jamarii","M",10,10,20
"11399","Jamario","M",16,15,31
"11400","Jamarion","M",216,205,421
"11401","Jamarious","M",20,11,31
"11402","Jamarius","M",26,28,54
"11403","Jamariyah","F",5,11,16
"11404","Jamarkus","M",5,6,11
"11405","Jamarr","M",16,9,25
"11406","Jamarri","M",28,29,57
"11407","Jamarrion","M",11,9,20
"11408","Jamason","M",6,7,13
"11409","Jamauri","M",39,36,75
"11410","Jamaya","F",41,79,120
"11411","Jame","M",7,5,12
"11412","Jamee","F",12,9,21
"11413","Jameel","M",34,41,75
"11414","Jameela","F",16,17,33
"11415","Jameelah","F",14,14,28
"11416","Jameer","M",56,61,117
"11417","Jameil","M",6,5,11
"11418","Jameir","M",23,30,53
"11419","Jameis","M",28,21,49
"11420","Jameison","M",14,5,19
"11421","Jamel","M",119,103,222
"11422","Jamela","F",8,6,14
"11423","Jamelia","F",14,12,26
"11424","Jamell","M",27,18,45
"11425","Jamella","F",5,7,12
"11426","Jamelle","M",8,7,15
"11427","Jamen","M",5,12,17
"11428","Jamera","F",9,5,14
"11429","Jamere","M",54,52,106
"11430","Jameria","F",29,16,45
"11431","Jamerson","M",22,17,39
"11432","James","F",39,65,104
"11433","James","M",14773,14776,29549
"11434","Jamese","F",10,5,15
"11435","Jamesen","M",11,10,21
"11436","Jamesha","F",13,9,22
"11437","Jamesmichael","M",5,11,16
"11438","Jameson","F",53,59,112
"11439","Jameson","M",2845,3259,6104
"11440","Jamesyn","F",9,12,21
"11441","Jamesyn","M",6,17,23
"11442","Jamey","F",12,18,30
"11443","Jamey","M",23,19,42
"11444","Jameya","F",9,7,16
"11445","Jameyah","F",9,5,14
"11446","Jamez","M",20,11,31
"11447","Jami","F",25,8,33
"11448","Jamia","F",74,90,164
"11449","Jamiah","F",69,76,145
"11450","Jamiah","M",8,7,15
"11451","Jamian","M",14,15,29
"11452","Jamichael","M",38,32,70
"11453","Jamie","F",638,621,1259
"11454","Jamie","M",277,279,556
"11455","Jamiee","F",6,6,12
"11456","Jamiel","M",11,7,18
"11457","Jamielynn","F",16,17,33
"11458","Jamien","M",12,10,22
"11459","Jamier","M",52,38,90
"11460","Jamiere","M",16,11,27
"11461","Jamieson","M",34,31,65
"11462","Jamil","M",110,91,201
"11463","Jamila","F",106,118,224
"11464","Jamilah","F",46,50,96
"11465","Jamilet","F",7,19,26
"11466","Jamileth","F",40,36,76
"11467","Jamilla","F",12,11,23
"11468","Jamillah","F",6,7,13
"11469","Jamin","M",45,44,89
"11470","Jamion","M",9,5,14
"11471","Jamir","M",361,336,697
"11472","Jamira","F",26,22,48
"11473","Jamiracle","F",16,21,37
"11474","Jamirah","F",19,21,40
"11475","Jamire","M",28,25,53
"11476","Jamis","M",12,16,28
"11477","Jamisen","F",7,16,23
"11478","Jamisen","M",15,19,34
"11479","Jamison","F",46,39,85
"11480","Jamison","M",683,675,1358
"11481","Jamisyn","F",15,22,37
"11482","Jamiya","F",120,83,203
"11483","Jamiyah","F",156,156,312
"11484","Jamon","M",39,34,73
"11485","Jamond","M",8,7,15
"11486","Jamoni","F",7,5,12
"11487","Jamoni","M",12,7,19
"11488","Jamonte","M",16,12,28
"11489","Jamora","F",7,6,13
"11490","Jamori","M",9,6,15
"11491","Jamya","F",122,102,224
"11492","Jamyah","F",29,36,65
"11493","Jamyia","F",21,13,34
"11494","Jamyiah","F",29,18,47
"11495","Jamyla","F",23,26,49
"11496","Jamylah","F",11,14,25
"11497","Jamyra","F",24,25,49
"11498","Jamyrah","F",9,9,18
"11499","Jamyria","F",7,5,12
"11500","Jamyson","M",7,9,16
"11501","Jan","F",8,5,13
"11502","Jan","M",93,84,177
"11503","Jana","F",265,299,564
"11504","Janae","F",267,242,509
"11505","Janai","F",73,54,127
"11506","Janais","F",5,6,11
"11507","Janaiyah","F",7,13,20
"11508","Janaki","F",5,8,13
"11509","Janalee","F",14,7,21
"11510","Janalyn","F",6,8,14
"11511","Janani","F",13,15,28
"11512","Janari","F",5,7,12
"11513","Janari","M",6,5,11
"11514","Janaria","F",7,8,15
"11515","Janasia","F",29,9,38
"11516","Janat","F",8,12,20
"11517","Janay","F",53,35,88
"11518","Janaya","F",70,82,152
"11519","Janayah","F",26,21,47
"11520","Janaye","F",18,14,32
"11521","Janayla","F",10,14,24
"11522","Jancarlo","M",22,27,49
"11523","Jancarlos","M",48,36,84
"11524","Jandel","M",11,6,17
"11525","Jandiel","M",11,10,21
"11526","Jane","F",1111,1129,2240
"11527","Janea","F",14,13,27
"11528","Janee","F",12,5,17
"11529","Janeen","F",6,7,13
"11530","Janeisy","F",7,5,12
"11531","Janel","F",31,35,66
"11532","Janeli","F",14,17,31
"11533","Janelis","F",14,6,20
"11534","Janeliz","F",7,9,16
"11535","Janell","F",44,42,86
"11536","Janella","F",25,24,49
"11537","Janelle","F",677,663,1340
"11538","Janelli","F",8,7,15
"11539","Janellie","F",8,6,14
"11540","Janelly","F",95,77,172
"11541","Janely","F",72,59,131
"11542","Janelys","F",11,9,20
"11543","Janessa","F",395,312,707
"11544","Janet","F",154,162,316
"11545","Janeth","F",89,78,167
"11546","Janett","F",8,12,20
"11547","Janetta","F",6,8,14
"11548","Janette","F",53,54,107
"11549","Janeva","F",5,9,14
"11550","Janey","F",34,39,73
"11551","Jani","F",5,24,29
"11552","Jania","F",32,26,58
"11553","Janiah","F",120,98,218
"11554","Janice","F",198,164,362
"11555","Janie","F",170,157,327
"11556","Janiece","F",25,24,49
"11557","Janiel","M",50,34,84
"11558","Janielle","F",8,6,14
"11559","Janielys","F",9,13,22
"11560","Janila","F",8,8,16
"11561","Janilah","F",13,10,23
"11562","Janina","F",17,12,29
"11563","Janine","F",50,41,91
"11564","Janique","F",13,6,19
"11565","Janis","F",30,23,53
"11566","Janise","F",14,11,25
"11567","Janisha","F",9,7,16
"11568","Janita","F",12,6,18
"11569","Janiya","F",269,236,505
"11570","Janiyah","F",578,550,1128
"11571","Janiyha","F",5,8,13
"11572","Janiyla","F",25,29,54
"11573","Janiylah","F",21,12,33
"11574","Janna","F",82,87,169
"11575","Jannah","F",91,92,183
"11576","Jannat","F",90,78,168
"11577","Jannatul","F",17,14,31
"11578","Jannelle","F",10,17,27
"11579","Jannelly","F",8,9,17
"11580","Jannely","F",14,11,25
"11581","Jannet","F",11,6,17
"11582","Jannette","F",8,9,17
"11583","Janney","F",52,57,109
"11584","Jannie","F",7,9,16
"11585","Janoah","M",13,21,34
"11586","Janora","F",7,6,13
"11587","Jansen","M",46,40,86
"11588","Janson","M",17,34,51
"11589","Janthony","M",8,6,14
"11590","Jantzen","M",8,17,25
"11591","January","F",22,20,42
"11592","Januel","M",15,29,44
"11593","Janvi","F",14,12,26
"11594","Janya","F",38,41,79
"11595","Janyah","F",30,19,49
"11596","Janyia","F",11,7,18
"11597","Janyiah","F",22,22,44
"11598","Janyla","F",91,102,193
"11599","Janylah","F",60,62,122
"11600","Janziel","M",10,9,19
"11601","Jaonna","F",7,9,16
"11602","Japhet","M",16,11,27
"11603","Japheth","M",43,39,82
"11604","Japji","F",17,7,24
"11605","Japleen","F",9,7,16
"11606","Japneet","F",5,9,14
"11607","Jaquan","M",101,109,210
"11608","Jaquarius","M",17,7,24
"11609","Jaquavion","M",5,9,14
"11610","Jaquavious","M",7,5,12
"11611","Jaquel","M",7,6,13
"11612","Jaquelin","F",37,30,67
"11613","Jaqueline","F",140,127,267
"11614","Jaquelyn","F",39,29,68
"11615","Jaquez","M",18,31,49
"11616","Jara","F",7,7,14
"11617","Jaramiah","M",6,5,11
"11618","Jared","M",1007,829,1836
"11619","Jarek","M",25,17,42
"11620","Jarel","M",13,19,32
"11621","Jareli","F",7,8,15
"11622","Jarell","M",45,39,84
"11623","Jarely","F",19,26,45
"11624","Jaren","M",67,40,107
"11625","Jaret","M",13,14,27
"11626","Jareth","M",52,62,114
"11627","Jaretssi","F",22,8,30
"11628","Jarett","M",26,21,47
"11629","Jaretzi","F",17,18,35
"11630","Jaretzy","F",38,23,61
"11631","Jari","M",7,12,19
"11632","Jaria","F",5,5,10
"11633","Jariah","F",66,56,122
"11634","Jariah","M",12,11,23
"11635","Jarian","M",10,5,15
"11636","Jariel","M",98,112,210
"11637","Jarielis","F",5,5,10
"11638","Jarielys","F",9,6,15
"11639","Jarin","M",12,10,22
"11640","Jaritza","F",17,14,31
"11641","Jarius","M",21,19,40
"11642","Jariya","F",19,13,32
"11643","Jariyah","F",70,67,137
"11644","Jarod","M",38,28,66
"11645","Jarom","M",14,18,32
"11646","Jaron","M",107,98,205
"11647","Jarred","M",43,45,88
"11648","Jarrel","M",7,7,14
"11649","Jarrell","M",37,41,78
"11650","Jarren","M",34,33,67
"11651","Jarret","M",14,9,23
"11652","Jarrett","M",165,129,294
"11653","Jarrod","M",74,42,116
"11654","Jarron","M",18,17,35
"11655","Jarvin","M",6,5,11
"11656","Jarvis","M",133,156,289
"11657","Jaryah","F",7,11,18
"11658","Jaryn","M",12,10,22
"11659","Jasai","M",37,34,71
"11660","Jasaiah","M",9,9,18
"11661","Jasani","F",12,16,28
"11662","Jasani","M",7,6,13
"11663","Jasaun","M",6,5,11
"11664","Jase","F",12,8,20
"11665","Jase","M",2289,1580,3869
"11666","Jasean","M",27,13,40
"11667","Jaselle","F",24,25,49
"11668","Jaselyn","F",18,16,34
"11669","Jaselynn","F",7,7,14
"11670","Jasen","M",55,45,100
"11671","Jaseon","M",9,9,18
"11672","Jaser","M",6,6,12
"11673","Jasey","F",27,22,49
"11674","Jashan","M",16,12,28
"11675","Jashaun","M",25,17,42
"11676","Jashawn","M",44,39,83
"11677","Jasher","M",11,10,21
"11678","Jashon","M",15,16,31
"11679","Jashua","M",11,13,24
"11680","Jashun","M",9,7,16
"11681","Jasia","F",21,19,40
"11682","Jasiah","F",30,32,62
"11683","Jasiah","M",446,485,931
"11684","Jasiel","F",9,9,18
"11685","Jasiel","M",104,74,178
"11686","Jasim","M",15,11,26
"11687","Jasion","M",10,11,21
"11688","Jasir","M",46,59,105
"11689","Jasiri","F",6,19,25
"11690","Jasiya","F",12,10,22
"11691","Jasiyah","F",33,22,55
"11692","Jasiyah","M",30,23,53
"11693","Jasleen","F",82,70,152
"11694","Jaslene","F",74,58,132
"11695","Jaslin","F",20,19,39
"11696","Jasline","F",7,8,15
"11697","Jaslyn","F",131,144,275
"11698","Jaslynn","F",108,89,197
"11699","Jasmarie","F",5,10,15
"11700","Jasmeen","F",15,7,22
"11701","Jasmin","F",310,281,591
"11702","Jasmina","F",29,19,48
"11703","Jasmine","F",2793,2625,5418
"11704","Jasmyn","F",82,61,143
"11705","Jasmyne","F",33,20,53
"11706","Jasmynn","F",8,6,14
"11707","Jasneet","F",14,6,20
"11708","Jasnoor","F",14,9,23
"11709","Jason","F",6,7,13
